COB,CauchyWeight,CauchySkew,Error
2006-05-15,0.5736735114895586,1.0,0.09620450111339345
2006-06-14,0.5488135039273249,1.0,0.018102398101484615
2006-07-14,0.5488135039273249,1.0,0.045593621270967485
2006-08-13,0.011813637171465444,1.0,0.04695391945153554
2006-09-12,0.0090599995223849,1.0,0.047176224797550605
2006-10-12,7.244963849217802e-05,1.0,0.06444077986958553
2006-11-11,7.244963849217802e-05,1.0,0.03680926662184436
2006-12-11,0.11229353621667484,1.0,0.032741533645250336
2007-01-10,0.1212997722228776,1.0,0.0289893466810201
2007-02-09,0.1212997722228776,1.0,0.03104248479508085
2007-03-11,0.5736735114895586,1.0,0.07407085221212423
2007-04-10,0.5488135039273249,1.0,0.03411155477341909
2007-05-10,0.5488135039273249,1.0,0.05387952838338521
2007-06-09,0.5488135039273249,1.0,0.026712644597242652
2007-07-09,0.5245770674786261,1.0,0.04214403502269435
2007-08-08,0.7482679812896988,1.0,0.06912479043717738
2007-09-07,0.5488135039273249,1.0,0.07298907298885561
2007-10-07,0.5488135039273249,1.0,0.10881436896061372
2007-11-06,0.5736735114895586,1.0,0.08355423763508292
2007-12-06,0.5488135039273249,1.0,0.09774286187757683
2008-01-05,0.5245770674786261,1.0,0.11406465282768652
2008-02-04,0.5245770674786261,1.0,0.08562922091998247
2008-03-05,7.244963849217802e-05,1.0,0.10276262723650391
2008-04-04,7.244963849217802e-05,1.0,0.1416575280296201
2008-05-04,7.244963849217802e-05,1.0,0.14842506839736858
2008-06-03,7.244963849217802e-05,1.0,0.13764127440818558
2008-07-03,0.0090599995223849,1.0,0.09143672352684264
2008-08-02,7.244963849217802e-05,1.0,0.14183836280858894
2008-09-01,0.042221652223921276,1.0,0.124736515701724
2008-10-01,0.042221652223921276,1.0,0.04464296451732947
2008-10-31,0.5691959722309446,1.0,0.14320920732337053
2008-11-30,0.9909404198840678,1.0,0.07044703349835096
2008-12-30,0.999977951780723,1.0,0.1516136084165647
2009-01-29,0.5736735114895586,1.0,0.18031096369621066
2009-02-28,0.5488135039273249,1.0,0.2220798161173481
2009-03-30,0.7296113830353529,1.0,0.20909621158966038
2009-04-29,0.5245770674786261,1.0,0.1800441581428484
2009-05-29,0.7482679812896988,1.0,0.20659169763497673
2009-06-28,0.5488135039273249,1.0,0.18564216775201148
2009-07-28,0.7840586144671543,1.0,0.23140837275711537
2009-08-27,0.7750602624758778,1.0,0.2189739756784132
2009-09-26,0.7660882525012017,1.0,0.18706858529548995
2009-10-26,0.7571297778090659,1.0,0.17552345946043474
2009-11-25,0.7482679812896988,1.0,0.2029953617350492
2009-12-25,0.7482679812896988,1.0,0.21385574327208
2010-01-24,0.5488135039273249,1.0,0.13308250932375565
2010-02-23,0.6377241128336435,1.0,0.12757437586894824
2010-03-25,0.6513094388112958,1.0,0.1192204300257345
2010-04-24,0.6513094388112958,1.0,0.14097828179216082
2010-05-24,0.668782542992261,1.0,0.15866958006534396
2010-06-23,0.668782542992261,1.0,0.12837790875693644
2010-07-23,0.5245770674786261,1.0,0.14333200967373108
2010-08-22,0.7482679812896988,1.0,0.133210933119889
2010-09-21,0.5488135039273249,1.0,0.12431302732908057
2010-10-21,0.5488135039273249,1.0,0.13215436406072306
2010-11-20,0.8102907630694363,1.0,0.12681456194147708
2010-12-20,0.7873648145968254,1.0,0.11331098484941836
2011-01-19,0.7778885680443033,1.0,0.1100705788052274
2011-02-18,0.7597769587312492,1.0,0.11162575648489452
2011-03-20,0.7687722230537538,1.0,0.10652697865004675
2011-04-19,0.7597988896787504,1.0,0.11163326875731067
2011-05-19,0.7392635793983018,1.0,0.0811977759438599
2011-06-18,0.7392635793983018,1.0,0.08084055714567218
2011-07-18,0.7482679812896988,1.0,0.06703267730291337
2011-08-17,0.5488135039273249,1.0,0.28229009471989397
2011-09-16,0.7568327604735131,1.0,0.217176740631752
2011-10-16,0.7568327604735131,1.0,0.22057150759773342
2011-11-15,0.7392635793983018,1.0,0.19655068784841626
2011-12-15,0.7482679812896988,1.0,0.16091882360318918
2012-01-14,0.5488135039273249,1.0,0.14024223699254662
2012-02-13,0.7507648618863522,1.0,0.13651985592253002
2012-03-14,0.7335704476706064,1.0,0.16548729624915218
2012-04-13,0.5736735114895586,1.0,0.15205904466755082
2012-05-13,0.5736735114895586,1.0,0.1565940081623952
2012-06-12,0.5488135039273249,1.0,0.17582067692971148
2012-07-12,0.7392635793983018,1.0,0.17118626890835814
2012-08-11,0.5488135039273249,1.0,0.11519019050790633
2012-09-10,0.5488135039273249,1.0,0.09476825474763727
2012-10-10,0.5736735114895586,1.0,0.08864324707654822
2012-11-09,0.5736735114895586,1.0,0.0912193172483771
2012-12-09,0.5488135039273249,1.0,0.07471982386180537
2013-01-08,0.5245770674786261,1.0,0.033406671086754006
2013-02-07,0.7482679812896988,1.0,0.04862818437154634
2013-03-09,0.7482679812896988,1.0,0.06526304022064691
2013-04-08,0.5488135039273249,1.0,0.03597871034399498
2013-05-08,0.5736735114895586,1.0,0.04415672015459032
2013-06-07,0.5736735114895586,1.0,0.04986618487143042
2013-07-07,0.5736735114895586,1.0,0.05575843437865622
2013-08-06,0.5488135039273249,1.0,0.06493841904557991
2013-09-05,0.5488135039273249,1.0,0.05781216583839539
2013-10-05,0.3419341481642931,1.0,0.0753117024080545
2013-11-04,0.5245770674786261,1.0,0.06686020264496033
2013-12-04,0.5245770674786261,1.0,0.07498343807377135
2014-01-03,0.7482679812896988,1.0,0.07943135309308692
2014-02-02,0.5488135039273249,1.0,0.05898816549901211
2014-03-04,0.7308630646988545,1.0,0.055474991429818425
2014-04-03,0.7392635793983018,1.0,0.043118106111552854
2014-05-03,0.5488135039273249,1.0,0.0769991133330796
2014-06-02,0.7482561622209644,1.0,0.07573516713698036
2014-07-02,0.7392635793983018,1.0,0.03610519417669818
2014-08-01,0.7482561622209644,1.0,0.0394828014107087
2014-08-31,0.7392635793983018,1.0,0.04785103327092476
2014-09-30,0.7392635793983018,1.0,0.07312564331548622
2014-10-30,0.5488135039273249,1.0,0.0755545862660617
2014-11-29,0.5488135039273249,1.0,0.06732611057819789
2014-12-29,0.5488135039273249,1.0,0.06050291161848989
2015-01-28,0.5245770674786261,1.0,0.09948524683276126
2015-02-27,0.5245770674786261,1.0,0.06367785600262751
2015-03-29,0.7482679812896988,1.0,0.07695214846109388
2015-04-28,0.7482679812896988,1.0,0.059662381093102956
2015-05-28,0.5488135039273249,1.0,0.08574833061123888
2015-06-27,0.5488135039273249,1.0,0.04932861982753068
2015-07-27,0.7791109940193557,1.0,0.05501412803047213
2015-08-26,0.7791109940193557,1.0,0.08315899705813343
2015-09-25,0.7791109940193557,1.0,0.11466459994664982
2015-10-25,0.7701281241915824,1.0,0.10574864553772836
2015-11-24,0.7701281241915824,1.0,0.09715794238982159
2015-12-24,0.7611083597328596,1.0,0.11919455733989658
2016-01-23,0.7611083597328596,1.0,0.13472025044572927
2016-02-22,0.7611083597328596,1.0,0.13330107162622326
2016-03-23,0.733148249831488,1.0,0.11733709486054247
2016-04-22,0.6905252812965473,1.0,0.10365235822781357
2016-05-22,0.699519222628805,1.0,0.05946090935915954
2016-06-21,0.999977951780723,1.0,0.1199923003632311
2016-07-21,0.5736735114895586,1.0,0.14502353253430256
2016-08-20,0.5488135039273249,1.0,0.09339709817628519
2016-09-19,0.5248278190377264,1.0,0.11919939738035334
2016-10-19,0.5887394715110806,1.0,0.11312626567074338
2016-11-18,0.5887394715110806,1.0,0.058784616154016235
2016-12-18,0.999977951780723,1.0,0.07725115525092147
2017-01-17,0.5736735114895586,1.0,0.030989610343188055
2017-02-16,0.5488135039273249,1.0,0.028082018574521306
2017-03-18,0.7392635793983018,1.0,0.036104207389669185
2017-04-17,0.5488135039273249,1.0,0.03952889094557428
2017-05-17,0.6662728323728845,1.0,0.09392924842432047
2017-06-16,0.5736735114895586,1.0,0.0909005591487841
2017-07-16,0.5736735114895586,1.0,0.06653116005223603
2017-08-15,0.5736735114895586,1.0,0.06120527196801487
2017-09-14,0.5736735114895586,1.0,0.04258537622246964
2017-10-14,0.5488135039273249,1.0,0.04328554026919499
2017-11-13,0.778276167296444,1.0,0.042240184438864986
2017-12-13,0.7872984265883984,1.0,0.058174846881953735
2018-01-12,0.7872984265883984,1.0,0.04381636992333966
2018-02-11,0.778276167296444,1.0,0.15834145370450803
2018-03-13,0.778276167296444,1.0,0.14259092974872606
2018-04-12,0.7872984265883984,1.0,0.12104741371476145
2018-05-12,0.7872984265883984,1.0,0.10767856323397583
2018-06-11,0.7872984265883984,1.0,0.09440495699226625
2018-07-11,0.8343923273733487,1.0,0.08894204464537371
2018-08-10,0.999977951780723,1.0,0.07306682109712342
2018-09-09,0.999977951780723,1.0,0.06543416847673167
2018-10-09,0.7968975692793682,1.0,0.06255613227649333
2018-11-08,0.7879273177119629,1.0,0.11933561698465567
2018-12-08,0.7727301159951615,1.0,0.13042222746647297
2019-01-07,0.763730002007715,1.0,0.13580909542023664
2019-02-06,0.763730002007715,1.0,0.13354675713126601
2019-03-08,0.763730002007715,1.0,0.15463324615367893
2019-04-07,0.763730002007715,1.0,0.10718667532656823
2019-05-07,0.7482679812896988,1.0,0.14070891003704075
2019-06-06,0.5488135039273249,1.0,0.16223266518202342
2019-07-06,0.5488135039273249,1.0,0.1669729021277971
