COB,CauchyWeight,CauchySkew,Error
2006-05-15,0.3225744726194841,0.96,0.05972158503179615
2006-06-14,0.19948302381654054,0.96,0.04176939577171166
2006-07-14,0.19948302381654054,0.96,0.059770204400399936
2006-08-13,0.21771987997332903,0.96,0.05984353666947853
2006-09-12,0.21771987997332903,0.96,0.0364634967693295
2006-10-12,0.22438362617713983,0.96,0.047538943529771276
2006-11-11,0.006490954956935699,0.96,0.031164385863189918
2006-12-11,0.006490954956935699,0.96,0.030389136052346125
2007-01-10,0.0,0.96,0.047137850605542236
2007-02-09,0.08925777585428206,0.96,0.033013406995164064
2007-03-11,0.17009701218599063,0.96,0.04102275317741754
2007-04-10,0.3589905286980866,0.96,0.061201184263227223
2007-05-10,0.4225881457887005,0.96,0.056506819260473996
2007-06-09,0.4564786263764321,0.96,0.05488720960724448
2007-07-09,0.47609573359767016,0.96,0.06840033025866851
2007-08-08,0.5488135039273249,0.96,0.05316897813732577
2007-09-07,0.4777482489187582,0.96,0.07705679464010003
2007-10-07,0.5488135039273249,0.96,0.11076666924457587
2007-11-06,0.25843063240837877,0.96,0.09926483854649769
2007-12-06,0.0,0.96,0.10682593664166909
2008-01-05,0.3556127378499557,0.96,0.10597613412543697
2008-02-04,0.3019523893903529,0.96,0.10302000572697567
2008-03-05,3.147115136227305e-05,0.96,0.10276262723650391
2008-04-04,3.147115136227305e-05,0.96,0.1416575280296201
2008-05-04,3.147115136227305e-05,0.96,0.14842506839736858
2008-06-03,0.006437717926231023,0.96,0.13190684964585972
2008-07-03,0.006437717926231023,0.96,0.09950620426320916
2008-08-02,0.0,0.96,0.12474231901909298
2008-09-01,0.0,0.96,0.11136664634308702
2008-10-01,0.0,0.96,0.06095548412804693
2008-10-31,0.5488135039273249,0.96,0.12202783759395813
2008-11-30,0.7905697006854677,0.96,0.13889254911152976
2008-12-30,1.0,0.96,0.12892928888821237
2009-01-29,0.6097963699620774,0.96,0.143365993697224
2009-02-28,0.6097963699620774,0.96,0.13994630547511452
2009-03-30,0.5789265959825387,0.96,0.15599882525507303
2009-04-29,0.38246411181739687,0.96,0.1564140185035348
2009-05-29,0.5286440979628151,0.96,0.16870248736919952
2009-06-28,0.5488135039273249,0.96,0.1710591970064024
2009-07-28,0.7176589265840831,0.96,0.18053538210986872
2009-08-27,0.7176589265840831,0.96,0.1716058733238104
2009-09-26,0.5285947376873041,0.96,0.16929699225107755
2009-10-26,0.5285947376873041,0.96,0.17458689255443735
2009-11-25,0.5488135039273249,0.96,0.2373825338824174
2009-12-25,0.5779913540317719,0.96,0.2016261246952776
2010-01-24,0.5705539756415924,0.96,0.12899838119277468
2010-02-23,0.5705539756415924,0.96,0.13737843634474262
2010-03-25,0.27811651276486177,0.96,0.14645008901944373
2010-04-24,0.5324939787557255,0.96,0.13963041883518554
2010-05-24,0.5324939787557255,0.96,0.16543634747099054
2010-06-23,0.43647762059204437,0.96,0.13464403934380886
2010-07-23,0.8640674683261429,0.96,0.12697841029735385
2010-08-22,0.8640674683261429,0.96,0.12540617628558826
2010-09-21,0.8499976392972568,0.96,0.10569952923825358
2010-10-21,0.8499976392972568,0.96,0.11679982142286834
2010-11-20,0.5696003875238321,0.96,0.11399102598183983
2010-12-20,0.5488135039273249,0.96,0.09287863638334322
2011-01-19,0.9263229953435785,0.96,0.10589370789812567
2011-02-18,0.9263229953435785,0.96,0.08181400466845509
2011-03-20,0.9378562651668005,0.96,0.0851767560410345
2011-04-19,0.6533773490420841,0.96,0.09677550135203795
2011-05-19,0.6424950645380268,0.96,0.05652504962038808
2011-06-18,0.5488135039273249,0.96,0.07701838898699803
2011-07-18,0.5488135039273249,0.96,0.05290222400130444
2011-08-17,1.0,0.96,0.11114974302517486
2011-09-16,0.9094547729962948,0.96,0.11711992539350598
2011-10-16,0.8905997522934019,0.96,0.1218896676167615
2011-11-15,0.8905997522934019,0.96,0.15439595031305983
2011-12-15,0.8807294821624937,0.96,0.11750590310641496
2012-01-14,0.8807294821624937,0.96,0.12293780884743856
2012-02-13,0.8807294821624937,0.96,0.10334260249706795
2012-03-14,0.9836532392823778,0.96,0.12274577997312801
2012-04-13,0.9945916273759048,0.96,0.11973771895166765
2012-05-13,0.9861008697070739,0.96,0.13265090860620074
2012-06-12,1.0,0.96,0.11658630800637736
2012-07-12,1.0,0.96,0.14041805031830992
2012-08-11,0.5488135039273249,0.96,0.1360509100006356
2012-09-10,0.5488135039273249,0.96,0.08869710175933535
2012-10-10,0.23903259800704435,0.96,0.1019469190150424
2012-11-09,0.23903259800704435,0.96,0.09848585854002881
2012-12-09,0.23903259800704435,0.96,0.07501212235734006
2013-01-08,0.2764050260227132,0.96,0.048239560748775154
