COB,CauchyWeight,CauchySkew,Error
2006-05-15,0.5856451356790111,0.95,0.10651519497310495
2006-06-14,0.5856451356790111,0.95,0.12701842697108312
2006-07-14,0.5856451356790111,0.95,0.13734019442665693
2006-08-13,0.5488135039273249,0.95,0.1887643591627923
2006-09-12,0.5488135039273249,0.95,0.18211624242369492
2006-10-12,0.5488135039273249,0.95,0.19782987673414185
2006-11-11,0.5488135039273249,0.95,0.2068671890525175
2006-12-11,0.5488135039273249,0.95,0.20092543947749164
2007-01-10,0.5488135039273249,0.95,0.20430921712070982
2007-02-09,0.5488135039273249,0.95,0.19305692039454092
2007-03-11,0.5488135039273249,0.95,0.17045816713233822
2007-04-10,0.5488135039273249,0.95,0.14217210535606328
2007-05-10,0.5488135039273249,0.95,0.14890139082502382
2007-06-09,0.5488135039273249,0.95,0.07665056817294509
2007-07-09,0.5488135039273249,0.95,0.08758224867963925
2007-08-08,0.5488135039273249,0.95,0.05869891291625603
2007-09-07,0.5488135039273249,0.95,0.09790402563759451
2007-10-07,0.5488135039273249,0.95,0.11701086249258591
2007-11-06,0.5864101661863268,0.95,0.11768542438276001
2007-12-06,0.5676927488368442,0.95,0.15518532712690658
2008-01-05,0.5792575947174933,0.95,0.11564106518898114
2008-02-04,0.5887396099702883,0.95,0.18115791562601907
2008-03-05,0.5488135039273249,0.95,0.2902482334334681
2008-04-04,0.5864101661863268,0.95,0.374385598501472
2008-05-04,0.5488135039273249,0.95,0.35758672220751087
2008-06-03,0.5488135039273249,0.95,0.3402638768106877
2008-07-03,0.5488135039273249,0.95,0.30091913765455364
2008-08-02,0.5864101661863268,0.95,0.38419916762994005
2008-09-01,0.5488135039273249,0.95,0.3385355490573159
2008-10-01,0.5488135039273249,0.95,0.2794724957916224
2008-10-31,0.5488135039273249,0.95,0.12018476931864712
2008-11-30,0.7482679812896988,0.95,0.15203194072948198
2008-12-30,0.6867833676432892,0.95,0.19078703604012193
2009-01-29,0.6782125115007158,0.95,0.12376834070784895
2009-02-28,0.6963434888154596,0.95,0.1159950344398994
2009-03-30,0.7482679812896988,0.95,0.15694922346308268
2009-04-29,0.5488135039273249,0.95,0.1704323876280817
2009-05-29,0.7151893663724196,0.95,0.14203424593265684
2009-06-28,0.5938300983792907,0.95,0.1599868000009859
2009-07-28,0.7482679812896988,0.95,0.18569429775180088
2009-08-27,0.7482679812896988,0.95,0.1929936940356098
2009-09-26,0.5488135039273249,0.95,0.22120785645383476
2009-10-26,0.5488135039273249,0.95,0.18792429018921591
2009-11-25,0.5488135039273249,0.95,0.23232415034331516
2009-12-25,0.6791499961674853,0.95,0.22740093765638775
2010-01-24,0.6791499961674853,0.95,0.12403899497800237
2010-02-23,0.5488135039273249,0.95,0.13999709418999845
2010-03-25,0.5488135039273249,0.95,0.17069939408670765
2010-04-24,0.5488135039273249,0.95,0.1710197006401363
2010-05-24,0.5488135039273249,0.95,0.1739813633190066
2010-06-23,0.5908727612481733,0.95,0.13151030424625704
2010-07-23,0.590984165323685,0.95,0.12221723402812515
2010-08-22,0.6214784014997636,0.95,0.13323123222184838
2010-09-21,0.7482679812896988,0.95,0.10548062761783307
2010-10-21,0.5488135039273249,0.95,0.12087717583835564
2010-11-20,0.7482679812896988,0.95,0.10999967585294433
2010-12-20,0.5488135039273249,0.95,0.09320722095138627
2011-01-19,0.6394725163987237,0.95,0.0985721052189715
2011-02-18,0.7482679812896988,0.95,0.0910510301182215
2011-03-20,0.7482679812896988,0.95,0.0737600040975766
2011-04-19,0.7151893663724196,0.95,0.09395202571901895
2011-05-19,0.6867833676432892,0.95,0.03678127972037907
2011-06-18,0.5488135039273249,0.95,0.07815510495620286
2011-07-18,0.5488135039273249,0.95,0.05537658733417462
2011-08-17,0.7482679812896988,0.95,0.1482842624875763
2011-09-16,0.7482679812896988,0.95,0.13036024312412492
2011-10-16,0.7482679812896988,0.95,0.15760042770243535
2011-11-15,0.7482679812896988,0.95,0.17227655793594218
2011-12-15,0.7105284027223457,0.95,0.1208914675568747
2012-01-14,0.7482679812896988,0.95,0.10590434415831404
2012-02-13,0.7151893663724196,0.95,0.1304830140362743
2012-03-14,0.7151893663724196,0.95,0.125971518161504
2012-04-13,0.6867833676432892,0.95,0.12239503509356701
2012-05-13,0.7482679812896988,0.95,0.12809734648652524
2012-06-12,0.5488135039273249,0.95,0.1413371101266181
2012-07-12,0.6611175115080996,0.95,0.14362853866825304
2012-08-11,0.5488135039273249,0.95,0.1373638157492506
2012-09-10,0.5488135039273249,0.95,0.08808868274476246
2012-10-10,0.602763376071644,0.95,0.1258372813870579
2012-11-09,0.5488135039273249,0.95,0.14044397288667362
2012-12-09,0.5865129348100833,0.95,0.11357831600480638
2013-01-08,0.5865129348100833,0.95,0.09926000395453739
2013-02-07,0.5488135039273249,0.95,0.08472319700432998
2013-03-09,0.5488135039273249,0.95,0.09896557518596344
2013-04-08,0.5488135039273249,0.95,0.0862430889864514
2013-05-08,0.5488135039273249,0.95,0.09760884666778864
2013-06-07,0.5488135039273249,0.95,0.08779271091388072
2013-07-07,0.5488135039273249,0.95,0.07503453485088213
2013-08-06,0.5666014542065753,0.95,0.04362827404421647
2013-09-05,0.5775429488313756,0.95,0.05808011629511788
2013-10-05,0.5864101661863268,0.95,0.09406263418420925
2013-11-04,0.602763376071644,0.95,0.13172152495755113
2013-12-04,0.5488135039273249,0.95,0.08140448583997324
2014-01-03,0.5488135039273249,0.95,0.08311643713069898
2014-02-02,0.5722519057908735,0.95,0.09065353171510024
2014-03-04,0.6003922370976397,0.95,0.061690295297927106
2014-04-03,0.5488135039273249,0.95,0.035863335496583354
2014-05-03,0.5816798431478619,0.95,0.053635461116721114
2014-06-02,0.6003922370976397,0.95,0.07684348937048369
2014-07-02,0.5488135039273249,0.95,0.04972469502120225
2014-08-01,0.5772285886041677,0.95,0.04029661935338435
2014-08-31,0.5920419312718391,0.95,0.04254605468203229
2014-09-30,0.5488135039273249,0.95,0.048377366178505965
2014-10-30,0.5488135039273249,0.95,0.08313749891962262
2014-11-29,0.7482679812896988,0.95,0.07645892602217495
2014-12-29,0.5488135039273249,0.95,0.09341592808334555
2015-01-28,0.5488135039273249,0.95,0.09535036325290713
2015-02-27,0.5887396099702883,0.95,0.11415201973229547
2015-03-29,0.5488135039273249,0.95,0.12039480919507085
2015-04-28,0.7482679812896988,0.95,0.10396430721519313
2015-05-28,0.5488135039273249,0.95,0.1237862391573277
2015-06-27,0.5488135039273249,0.95,0.09399467708837851
2015-07-27,0.6782125115007158,0.95,0.10168018457988971
2015-08-26,0.6782125115007158,0.95,0.06244210656675764
2015-09-25,0.6793927734985674,0.95,0.08414323744694997
2015-10-25,0.7151893663724196,0.95,0.05040880448733484
2015-11-24,0.6963434888154596,0.95,0.05953595254163193
2015-12-24,0.7482679812896988,0.95,0.06549083515577929
2016-01-23,0.7482679812896988,0.95,0.12459097620815641
2016-02-22,0.5488135039273249,0.95,0.15405663456470192
2016-03-23,0.5488135039273249,0.95,0.10788565189285579
2016-04-22,0.5864101661863268,0.95,0.10900334644904999
2016-05-22,0.5488135039273249,0.95,0.09185968867655768
2016-06-21,0.5488135039273249,0.95,0.11426119607500586
2016-07-21,0.6419142502462527,0.95,0.11835070691924214
2016-08-20,0.5488135039273249,0.95,0.1291499476577172
2016-09-19,0.5488135039273249,0.95,0.154213544350165
2016-10-19,0.5488135039273249,0.95,0.1377657008094552
2016-11-18,0.5488135039273249,0.95,0.08002443004781334
2016-12-18,0.5488135039273249,0.95,0.10182048781540219
2017-01-17,0.5488135039273249,0.95,0.08740088670072811
2017-02-16,0.5676927488368442,0.95,0.08339670057046907
2017-03-18,0.5756340728609816,0.95,0.07134408376866774
